Chrom,Start,Stop,GeneID,Num,Strand
chr13,46429317,46431099,Rbm24,0,+
chr12,83681595,83683123,Rbm25,0,+
chr14,105114518,105115196,Rbm26,0,-
chr18,42338475,42341540,Rbm27,0,+
chr6,29123572,29125389,Rbm28,0,-
chrX,8138974,8141208,Rbm3,0,-
chrY,17402485,17402718,Rbm31y,0,+
chr5,28413616,28419242,Rbm33,0,+
chr8,126947172,126949234,Rbm34,0,-
chr2,173033809,173034731,Rbm38,0,+
chr2,156147240,156148090,Rbm39,0,-
chr19,4784292,4785567,Rbm4,0,-
chrX,139941527,139945736,Rbm41,0,-
chr7,30640994,30641107,Rbm42,0,-
chr2,51924448,51925175,Rbm43,0,-
chr1,91170087,91170795,Rbm44,0,+
chr2,76383454,76383767,Rbm45,0,+
chr3,82836522,82838459,Rbm46,0,-
chr5,66016548,66019205,Rbm47,0,-
chr5,3583977,3584720,Rbm48,0,-
chr19,4765343,4765941,Rbm4b,0,+
chr9,107740494,107740966,Rbm5,0,-
chr9,107773558,107773681,Rbm6,0,-
chr9,48488696,48489988,Rbm7,0,-
chr3,96631734,96633791,Rbm8a,0,+
chr2,60751952,60752982,Rbms1,0,-
chr10,128129469,128133367,Rbms2,0,-
chr9,116572746,116578695,Rbms3,0,-
chrX,57383347,57384561,Rbmx,0,-
chrX,48710069,48710719,Rbmx2,0,+
chr8,78505268,78505545,Rbmxl1,0,-
chr7,107210667,107210916,Rbmxl2,0,+
chrY,3782910,3783271,Rbmy,0,+
chr9,98446349,98446550,Rbp1,0,+
chr9,98509577,98509771,Rbp2,0,+
chr14,33962720,33964216,Rbp3,0,+
chr19,38116619,38116871,Rbp4,0,-
chr4,149449701,149449872,Rbp7,0,-
chr5,53653620,53657445,Rbpj,0,+
chr2,164414643,164415448,Rbpjl,0,+
chr8,33782643,33784186,Rbpms,0,-
chr9,65659437,65660518,Rbpms2,0,+
chr6,92186711,92189309,Rbsn,0,-
chr15,81475098,81476369,Rbx1,0,+
chr1,160967797,160974976,Rc3h1,0,+
chr2,37370070,37375399,Rc3h2,0,-
chr16,92391950,92393452,Rcan1,0,-
chr17,44037133,44039516,Rcan2,0,+
chr4,135412308,135416419,Rcan3,0,-
chr14,59235359,59237265,Rcbtb1,0,+
chr14,73182599,73184054,Rcbtb2,0,+
chr4,132331918,132332826,Rcc1,0,-
chr4,140721204,140723220,Rcc2,0,+
chr7,80316615,80316898,Rccd1,0,-
chr19,4622550,4623006,Rce1,0,-
chr5,91948841,91949864,Rchy1,0,-
chr19,29143292,29143843,Rcl1,0,+
chr2,105385947,105387918,Rcn1,0,-
chr9,56058211,56059083,Rcn2,0,+
chr7,45082913,45083255,Rcn3,0,-
chr12,111111915,111113386,Rcor1,0,+
chr19,7274657,7275225,Rcor2,0,+
chr1,192098545,192100919,Rcor3,0,-
chr1,165648944,165650177,Rcsd1,0,-
chr11,67702993,67703355,Rcvrn,0,+
chr1,191985303,191988282,Rd3,0,+
chr12,111979322,111979449,Rd3l,0,-
chr10,127765538,127768299,Rdh1,0,+
chr1,16131417,16132550,Rdh10,0,+
chr12,79175550,79176144,Rdh11,0,-
chr12,79222065,79222661,Rdh12,0,+
chr7,4425664,4427557,Rdh13,0,-
chr12,10395155,10395562,Rdh14,0,+
chr10,127813630,127815839,Rdh16,0,+
chr10,127860337,127861176,Rdh19,0,+
chr10,128913590,128913712,Rdh5,0,-
chr10,127884026,127884550,Rdh7,0,-
chr9,20825667,20826163,Rdh8,0,+
chr10,127791033,127792697,Rdh9,0,+
chr11,101635849,101636081,Rdm1,0,+
chr9,52086479,52088738,Rdx,0,+
chr9,58652855,58652941,Rec114,0,-
chr14,55625361,55625395,Rec8,0,+
chr4,43943365,43944806,Reck,0,+
chr6,142361375,142362719,Recql,0,-
chr15,76703552,76703740,Recql4,0,-
chr11,115892594,115893057,Recql5,0,-
chr6,71807801,71810705,Reep1,0,+
chr18,34846469,34847463,Reep2,0,+
chr10,67009188,67013767,Reep3,0,-
chr14,70548495,70548935,Reep4,0,+
chr18,34344885,34347118,Reep5,0,-
chr10,80335117,80336441,Reep6,0,+
chr6,78428466,78428666,Reg1,0,+
chr6,78407998,78408097,Reg2,0,+
chr6,78383608,78383839,Reg3a,0,+
chr6,78373266,78373466,Reg3b,0,+
chr6,78375873,78376070,Reg3d,0,-
chr6,78466267,78466484,Reg3g,0,-
chr3,98236365,98236748,Reg4,0,+
chr11,23741728,23742264,Rel,0,-
chr19,5647416,5648130,Rela,0,+
chr7,19606221,19606552,Relb,0,-
chr5,63908897,63911151,Rell1,0,-
chr18,37958758,37959179,Rell2,0,+
chr5,21884453,21885472,Reln,0,-
chr7,100845847,100847229,Relt,0,-
chr2,152634717,152635191,Rem1,0,+
chr14,54479745,54480434,Rem2,0,+
chr1,133360138,133360319,Ren1,0,+
chr1,133360138,133360323,Ren2,0,+
chrX,73922120,73922138,Renbp,0,-
chr6,147033357,147033518,Rep15,0,+
chr6,48597944,48599082,Repin1,0,+
chr10,18124948,18125155,Reps1,0,+
chrX,162411951,162417542,Reps2,0,-
chr4,155074111,155074938,Rer1,0,-
chr4,150619489,150621966,Rere,0,+
chr6,137054824,137056132,Rerg,0,-
chr6,139493181,139493213,Rergl,0,-
chr1,75272201,75272310,Resp18,0,-
chr5,77282984,77283697,Rest,0,+
chr6,118151747,118155255,Ret,0,-
chr8,3657386,3658095,Retn,0,+
chr16,48844301,48844461,Retnla,0,+
chr16,48818755,48818892,Retnlb,0,+
chr16,48874344,48874498,Retnlg,0,+
chr6,72607381,72607488,Retsat,0,+
chr1,38052785,38053086,Rev1,0,-
chr10,39874224,39875205,Rev3l,0,+
chr4,147059114,147060799,Rex2,0,+
chr10,80540925,80542392,Rexo1,0,-
chr9,48468513,48468816,Rexo2,0,-
chr2,26953562,26954476,Rexo4,0,-
chr5,65261851,65263062,Rfc1,0,-
chr5,134597959,134598328,Rfc2,0,+
chr5,151642823,151642911,Rfc3,0,-
chr16,23113947,23114011,Rfc4,0,-
chr5,117379144,117379809,Rfc5,0,-
chr13,76001534,76002824,Rfesd,0,-
chr11,82803818,82806007,Rffl,0,-
chr19,17399603,17401349,Rfk,0,+
chr11,120780744,120781821,Rfng,0,-
chr7,5109786,5110316,Rfpl4,0,-
chr10,38820540,38820704,Rfpl4b,0,-
chr14,30690609,30691313,Rft1,0,+
chr17,49993306,49994154,Rftn1,0,-
chr1,55170159,55171809,Rftn2,0,-
chr1,159344838,159347580,Rfwd2,0,+
chr8,111270943,111273019,Rfwd3,0,-
chr8,84095966,84096992,Rfx1,0,+
chr17,56775896,56776961,Rfx2,0,-
chr19,27761720,27768454,Rfx3,0,-
chr10,84905227,84906538,Rfx4,0,+
chr3,94959368,94961561,Rfx5,0,+
chr10,51729806,51730429,Rfx6,0,+
chr9,72619909,72622949,Rfx7,0,+
chr1,39665300,39665462,Rfx8,0,-
chr8,70130805,70133392,Rfxank,0,-
chr3,54803114,54804464,Rfxap,0,-
chrX,143104297,143104335,Rgag1,0,+
chrX,102067553,102069062,Rgag4,0,-
chr14,79288749,79289111,Rgcc,0,-
chr1,152517529,152519008,Rgl1,0,-
chr17,33937276,33937687,Rgl2,0,+
chr9,21971526,21971890,Rgl3,0,-
chr7,73418033,73419899,Rgma,0,+
chr17,15806252,15807144,Rgmb,0,-
chrX,20561485,20562087,Rgn,0,+
chr4,43583083,43587487,Rgp1,0,+
chr14,37034908,37038235,Rgr,0,-
chr1,144244668,144245301,Rgs1,0,-
chr7,128373624,128373895,Rgs10,0,-
chr17,26210730,26211324,Rgs11,0,+
chr5,35032451,35033593,Rgs12,0,+
chr1,144138666,144139500,Rgs13,0,-
chr13,55384135,55384687,Rgs14,0,+
chr1,153743855,153745468,Rgs16,0,+
chr10,5825663,5832952,Rgs17,0,-
chr1,144752840,144753811,Rgs18,0,-
chr2,181688418,181689106,Rgs19,0,-
chr1,143999337,144001679,Rgs2,0,-
chr1,4909575,4910473,Rgs20,0,-
chr1,144567361,144567667,Rgs21,0,-
chr15,36009476,36009614,Rgs22,0,-
chr4,62657210,62659847,Rgs3,0,+
chr1,169741476,169743680,Rgs4,0,-
chr1,169692340,169693526,Rgs5,0,+
chr12,83157971,83158813,Rgs6,0,+
chr1,175059075,175059794,Rgs7,0,-
chr13,104947152,104951490,Rgs7bp,0,-
chr1,153692907,153697665,Rgs8,0,+
chr11,109229855,109235842,Rgs9,0,-
chr7,35578995,35584506,Rgs9bp,0,-
chr1,153779386,153779677,Rgsl1,0,-
chr17,40839782,40840754,Rhag,0,+
chr1,82442954,82445367,Rhbdd1,0,+
chr5,135643378,135646376,Rhbdd2,0,+
chr11,5105977,5106100,Rhbdd3,0,+
chr11,32209584,32209803,Rhbdf1,0,-
chr11,116598165,116599018,Rhbdf2,0,-
chr17,25834464,25834784,Rhbdl1,0,-
chr4,123829713,123829904,Rhbdl2,0,+
chr11,80353683,80355986,Rhbdl3,0,+
chr3,88242873,88243379,Rhbg,0,-
chr7,79593362,79593800,Rhcg,0,-
chr4,134895980,134896172,Rhd,0,+
chr5,24802822,24803663,Rheb,0,-
chr15,98877759,98878204,Rhebl1,0,-
chr6,128356999,128358193,Rhno1,0,-
chr6,115936719,115938830,Rho,0,+
chr9,108336821,108337939,Rhoa,0,+
chr12,8497758,8499041,Rhob,0,-
chr10,69289689,69291784,Rhobtb1,0,+
chr14,69784989,69787514,Rhobtb2,0,-
chr13,75869536,75872345,Rhobtb3,0,-
chr3,104794043,104794459,Rhoc,0,+
chr19,4425456,4426088,Rhod,0,-
chr5,123118179,123119429,Rhof,0,-
chr7,102239122,102239668,Rhog,0,-
chr5,65892964,65896700,Rhoh,0,+
chr12,75400253,75401455,Rhoj,0,+
chr17,86997060,87000069,Rhoq,0,+
chr11,80265859,80267907,Rhot1,0,+
chr17,25838837,25839367,Rhot2,0,-
chr8,123661316,123663880,Rhou,0,+
chr2,119269200,119270043,Rhov,0,-
chrX,37213804,37213996,Rhox1,0,-
chrX,38071641,38071688,Rhox10,0,+
chrX,38076597,38076619,Rhox11,0,-
chrX,38104061,38104177,Rhox12,0,-
chrX,38129861,38129966,Rhox13,0,+
chrX,37249511,37249690,Rhox2a,0,+
chrX,37416627,37416806,Rhox2b,0,+
chrX,37458200,37458375,Rhox2c,0,+
chrX,37497535,37497715,Rhox2d,0,+
chrX,37541634,37541809,Rhox2e,0,+
chrX,37575984,37576159,Rhox2f,0,+
chrX,37639111,37639291,Rhox2g,0,-
chrX,37668996,37669171,Rhox2h,0,-
chrX,37258798,37258978,Rhox3a,0,+
chrX,37473779,37473961,Rhox3c,0,+
chrX,37585311,37585496,Rhox3f,0,+
chrX,37623430,37623502,Rhox3g,0,-
chrX,37657687,37657872,Rhox3h,0,-
chrX,37395483,37395620,Rhox4a,0,+
chrX,37437141,37437278,Rhox4b,0,+
chrX,37484987,37485124,Rhox4c,0,+
chrX,37519038,37519175,Rhox4d,0,+
chrX,37562145,37562282,Rhox4e,0,+
chrX,37602894,37603031,Rhox4f,0,-
chrX,37646500,37646637,Rhox4g,0,-
chrX,37808764,37808878,Rhox5,0,+
chrX,37829719,37829857,Rhox6,0,+
chrX,37874775,37874955,Rhox8,0,-
chrX,37899096,37899203,Rhox9,0,-
chr15,75714225,75714419,Rhpn1,0,+
chr7,35391015,35392287,Rhpn2,0,+
chrX,152004583,152004728,Ribc1,0,-
chr15,85144219,85144569,Ribc2,0,+
chr19,29604149,29605921,Ric1,0,+
chr7,109034318,109038443,Ric3,0,-
chr7,140862431,140863731,Ric8,0,+
chr10,85015187,85018337,Ric8b,0,+
chr15,6796236,6800400,Rictor,0,+
chr2,52121203,52122381,Rif1,0,+
chr3,94464984,94465095,Riiad1,0,-
chr11,75512843,75513166,Rilp,0,+
chr5,124493079,124493699,Rilpl1,0,-
chr5,124463264,124463780,Rilpl2,0,-
chr5,128760400,128760822,Rimbp2,0,-
chr16,17213534,17213982,Rimbp3,0,+
chr4,119465284,119468067,Rimkla,0,-
chr6,122453608,122456196,Rimklb,0,-
chr15,39681764,39684372,Rims2,0,+
chr4,120891507,120891560,Rims3,0,+
chr2,163863880,163863902,Rims4,0,-
chr19,5055238,5057071,Rin1,0,+
chr2,145885923,145887616,Rin2,0,+
chr12,102390144,102390854,Rin3,0,+
chr17,34020791,34021381,Ring1,0,-
chr7,28797854,28798966,Rinl,0,+
chr5,23819580,23820369,Rint1,0,+
chr13,38060865,38061433,Riok1,0,+
chr17,17393619,17394899,Riok2,0,+
chr18,12155327,12157367,Riok3,0,+
chr13,34032782,34035170,Ripk1,0,+
chr4,16123374,16123553,Ripk2,0,-
chr14,55784994,55785196,Ripk3,0,-
chr16,97741941,97743084,Ripk4,0,-
chrX,139779680,139779711,Ripply1,0,-
chr9,87019809,87019916,Ripply2,0,+
chr16,94335940,94336935,Ripply3,0,+
chr3,88729342,88731048,Rit1,0,+
chr18,30974313,30975276,Rit2,0,-
chr5,120609059,120609469,Rita1,0,-
chr7,79374869,79375559,Rlbp1,0,-
chr4,121145372,121146354,Rlf,0,-
chrX,103957166,103962490,Rlim,0,-
chr19,29331754,29331819,Rln1,0,-
chr8,84043066,84043092,Rln3,0,-
chr8,105698143,105698165,Rltpr,0,+
chr4,19606123,19606932,Rmdn1,0,+
chr17,79681686,79682152,Rmdn2,0,+
chr2,119136997,119137701,Rmdn3,0,-
chr13,58409789,58411149,Rmi1,0,+
chr16,10839977,10843235,Rmi2,0,+
chr10,4403168,4403468,Rmnd1,0,-
chr6,71388633,71393124,Rmnd5a,0,-
chr11,51623672,51624082,Rmnd5b,0,-
chr4,43492784,43493059,Rmrp,0,-
chr10,92081745,92082975,Rmst,0,-
chr6,47752751,47752925,Rn4.5s,0,-
chr14,51145001,51145445,Rnase1,0,-
chr14,51009904,51010758,Rnase10,0,+
chr14,51049450,51049516,Rnase11,0,-
chr14,51056697,51056782,Rnase12,0,-
chr14,51922159,51922218,Rnase13,0,-
chr14,51255261,51255438,Rnase2a,0,-
chr14,51162931,51163018,Rnase2b,0,+
chr14,51105267,51106151,Rnase4,0,+
chr14,51130614,51131121,Rnase6,0,+
chr14,51038458,51038964,Rnase9,0,-
chr12,28659079,28659591,Rnaseh1,0,+
chr8,84956609,84957722,Rnaseh2a,0,-
chr14,62372473,62372992,Rnaseh2b,0,+
chr19,5602850,5602959,Rnaseh2c,0,+
chr11,70238122,70238328,Rnasek,0,-
chr1,153762290,153764221,Rnasel,0,+
chr17,8128597,8128685,Rnaset2a,0,-
chr17,8128590,8128685,Rnaset2b,0,-
chr15,98669204,98670596,Rnd1,0,-
chr2,51130438,51132293,Rnd3,0,-
chr5,115241769,115241984,Rnf10,0,-
chr6,71510438,71510880,Rnf103,0,+
chr4,109452856,109454250,Rnf11,0,-
chr9,70425428,70426989,Rnf111,0,-
chr11,61448416,61449406,Rnf112,0,-
chrX,37192417,37192465,Rnf113a1,0,+
chr12,84418349,84418578,Rnf113a2,0,+
chr2,167514731,167516166,Rnf114,0,+
chr3,96790006,96791155,Rnf115,0,+
chr7,102019871,102020371,Rnf121,0,-
chr8,31128693,31131473,Rnf122,0,+
chr9,108051671,108051839,Rnf123,0,-
chr18,20983185,20983848,Rnf125,0,+
chr10,79758514,79759236,Rnf126,0,-
chrX,139671868,139673145,Rnf128,0,+
chr3,57833850,57835425,Rnf13,0,+
chr11,50119154,50125719,Rnf130,0,+
chr6,23648868,23648908,Rnf133,0,-
chr11,80199093,80199753,Rnf135,0,+
chr18,21026154,21028224,Rnf138,0,+
chrX,163760138,163760236,Rnf138rt1,0,-
chr15,58900134,58902390,Rnf139,0,+
chr18,38316612,38317849,Rnf14,0,+
chr7,110816534,110816699,Rnf141,0,-
chr12,26306793,26310657,Rnf144a,0,-
chr13,47244501,47247991,Rnf144b,0,+
chr11,44551823,44554977,Rnf145,0,+
chr10,29344175,29346808,Rnf146,0,-
chr6,23653894,23654044,Rnf148,0,-
chr1,39551295,39552471,Rnf149,0,-
chr8,83083554,83091271,Rnf150,0,+
chr17,24715839,24716235,Rnf151,0,-
chr1,105276916,105284218,Rnf152,0,-
chr11,116336344,116338705,Rnf157,0,-
chr18,77456109,77462331,Rnf165,0,-
chr8,122466146,122467168,Rnf166,0,-
chr11,70651214,70651414,Rnf167,0,+
chr16,32299326,32301439,Rnf168,0,+
chr7,99920253,99925301,Rnf169,0,-
chr14,56524812,56525031,Rnf17,0,+
chr8,26141080,26143869,Rnf170,0,+
chr13,105147493,105149351,Rnf180,0,-
chr6,72359713,72360582,Rnf181,0,-
chr13,43668718,43670944,Rnf182,0,+
chr4,62427541,62427986,Rnf183,0,-
chr11,3415972,3418087,Rnf185,0,-
chr4,138967993,138968366,Rnf186,0,+
chr11,58932287,58933393,Rnf187,0,-
chr15,36239933,36241368,Rnf19a,0,-
chr4,129084190,129084526,Rnf19b,0,+
chr1,151469405,151471315,Rnf2,0,-
chr4,49655977,49656886,Rnf20,0,+
chr4,152307022,152307426,Rnf207,0,-
chr2,25244093,25244261,Rnf208,0,+
chr9,45863690,45864932,Rnf214,0,-
chr11,4140509,4141192,Rnf215,0,+
chr5,142990892,142992648,Rnf216,0,-
chr10,31501886,31502657,Rnf217,0,-
chr14,104477533,104478766,Rnf219,0,-
chr4,117271463,117272303,Rnf220,0,-
chr11,68893244,68895015,Rnf222,0,+
chr4,156132937,156133419,Rnf223,0,+
chr2,25234475,25235868,Rnf224,0,-
chr7,12928894,12931072,Rnf225,0,+
chr2,131298487,131303441,Rnf24,0,-
chr1,74593747,74593823,Rnf25,0,-
chr9,44110780,44111674,Rnf26,0,-
chr14,55603585,55603671,Rnf31,0,+
chr5,29225291,29225524,Rnf32,0,+
chr5,122868227,122868945,Rnf34,0,+
chr4,44126211,44129593,Rnf38,0,-
chr17,36947636,36947986,Rnf39,0,+
chr5,34351380,34353445,Rnf4,0,+
chr7,127602643,127603605,Rnf40,0,+
chr10,128438434,128441441,Rnf41,0,+
chr11,87734199,87735539,Rnf43,0,+
chr13,54679398,54681811,Rnf44,0,-
chr17,34601098,34601568,Rnf5,0,-
chr5,146209193,146210202,Rnf6,0,-
chr9,96470956,96471733,Rnf7,0,-
chr17,29641232,29641664,Rnf8,0,+
chr11,86495955,86499007,Rnft1,0,+
chr5,118190735,118193531,Rnft2,0,-
chr4,33500401,33502614,Rngtt,0,+
chr7,141160325,141160477,Rnh1,0,-
chr19,33137744,33138121,Rnls,0,-
chr18,68321355,68324852,Rnmt,0,+
chr11,76250424,76250622,Rnmtl1,0,+
chr3,113605066,113607299,Rnpc3,0,-
chr1,135262698,135262970,Rnpep,0,-
chr1,92919855,92920585,Rnpepl1,0,+
chr17,24425185,24425897,Rnps1,0,+
chr4,132270078,132270186,Rnu11,0,-
chr19,14438479,14438506,Rnu6,0,-
chr5,53698563,53698588,Rnu7,0,-
chr3,86140616,86140687,Rnu73b,0,-
chr16,73044362,73046100,Robo1,0,+
chr16,73892305,73895825,Robo2,0,-
chr9,37416044,37416387,Robo3,0,-
chr9,37413387,37414023,Robo4,0,+
chr18,10064400,10066047,Rock1,0,-
chr12,16984641,16988274,Rock2,0,+
chr16,5008728,5009210,Rogdi,0,-
chr19,8927381,8927668,Rom1,0,-
chr2,156145710,156145794,Romo1,0,+
chr16,34678482,34678610,Ropn1,0,+
chr15,31441209,31441316,Ropn1l,0,-
chr4,100442245,100442545,Ror1,0,+
chr13,53109316,53110219,Ror2,0,-
chr9,69378961,69388246,Rora,0,+
chr19,18930608,18937879,Rorb,0,-
chr3,94397353,94398274,Rorc,0,+
chr10,52045925,52046015,Ros1,0,-
chr1,4290845,4292980,Rp1,0,-
chr14,64032546,64033506,Rp1l1,0,+
chrX,20397735,20400858,Rp2h,0,+
chr9,22448311,22448655,Rp9,0,-
chr11,75300258,75301304,Rpa1,0,-
chr4,132777874,132778746,Rpa2,0,+
chr6,8255935,8256164,Rpa3,0,-
chr11,70977657,70977933,Rpain,0,+
chr2,119763958,119764294,Rpap1,0,-
chr5,107641786,107642918,Rpap2,0,+
chr15,97675104,97675293,Rpap3,0,-
chr1,66717876,66719805,Rpe,0,+
chr3,159625129,159625307,Rpe65,0,+
chr3,146510794,146512118,Rpf1,0,-
chr10,40223245,40223740,Rpf2,0,-
chrX,10207000,10208628,Rpgr,0,-
chr14,52160218,52161339,Rpgrip1,0,+
chr8,91217029,91220176,Rpgrip1l,0,-
chr5,120940499,120942167,Rph3a,0,-
chr11,75830991,75832179,Rph3al,0,-
chr6,70765719,70766553,Rpia,0,-
chrX,74273067,74273135,Rpl10,0,+
chr17,28331000,28331033,Rpl10a,0,+
chr12,66283378,66283712,Rpl10l,0,-
chr4,136049947,136049986,Rpl11,0,-
chr2,32963996,32964045,Rpl12,0,+
chr8,123105202,123105242,Rpl13,0,+
chr7,45125562,45125945,Rpl13a,0,-
chr9,120574394,120574653,Rpl14,0,+
chr14,18267822,18269010,Rpl15,0,-
chr18,75003241,75003381,Rpl17,0,+
chr7,45720789,45720835,Rpl18,0,+
chr8,70894721,70895414,Rpl18a,0,-
chr11,98030394,98030493,Rpl19,0,+
chr5,146835953,146837032,Rpl21,0,+
chr4,152332287,152334082,Rpl22,0,+
chr3,28807331,28807415,Rpl22l1,0,+
chr11,97777525,97778081,Rpl23,0,-
chr11,78180935,78180982,Rpl23a,0,-
chr16,55971391,55971437,Rpl24,0,+
chr11,68904493,68904534,Rpl26,0,+
chr11,101445487,101445596,Rpl27,0,+
chr7,109521729,109522369,Rpl27a,0,+
chr7,4794507,4794547,Rpl28,0,+
chr9,106431449,106431567,Rpl29,0,+
chr15,80077780,80077849,Rpl3,0,-
chr15,34440507,34440554,Rpl30,0,-
chr1,39371333,39371910,Rpl31,0,+
chr16,16819712,16819745,Rpl31-ps12,0,-
chr6,115805513,115805558,Rpl32,0,-
chr3,130726826,130726874,Rpl34,0,-
chr3,130726836,130726874,Rpl34-ps1,0,-
chr2,39001580,39001615,Rpl35,0,-
chr16,33060121,33060188,Rpl35a,0,+
chr17,56614213,56614246,Rpl36,0,+
chrX,134587957,134588062,Rpl36a,0,+
chr12,69182733,69182815,Rpl36al,0,-
chr15,5118636,5119140,Rpl37,0,+
chr1,72713565,72713813,Rpl37a,0,+
chr5,115102921,115103227,Rpl37rt,0,-
chr11,114672290,114672331,Rpl38,0,+
chrX,37082519,37082700,Rpl39,0,-
chr16,10174465,10174911,Rpl39l,0,+
chr17,24736056,24736149,Rpl3l,0,+
chr9,64178444,64178562,Rpl4,0,+
chr10,128548109,128548386,Rpl41,0,-
chr5,107907996,107909005,Rpl5,0,+
chr5,121208934,121209241,Rpl6,0,+
chr1,16101295,16101359,Rpl7,0,-
chr2,26913269,26913311,Rpl7a,0,+
chr17,46773906,46775736,Rpl7l1,0,-
chr15,76906279,76906318,Rpl8,0,+
chr5,65388363,65388441,Rpl9,0,-
chr5,115563444,115563729,Rplp0,0,+
chr9,61913282,61913323,Rplp1,0,-
chr7,141451308,141451342,Rplp2,0,+
chr12,75630924,75631749,Rplp2-ps1,0,-
chr6,88103547,88105304,Rpn1,0,+
chr2,157325723,157326318,Rpn2,0,+
chr14,8089964,8091846,Rpp14,0,+
chr17,36255672,36255712,Rpp21,0,-
chr9,57504836,57505447,Rpp25,0,+
chr4,41712032,41712281,Rpp25l,0,-
chr19,36104445,36104773,Rpp30,0,+
chr2,3328948,3329020,Rpp38,0,-
chr13,35895103,35896726,Rpp40,0,-
chr14,50807446,50807771,Rpph1,0,-
chr18,24484961,24488181,Rprd1a,0,-
chr2,158074929,158078207,Rprd1b,0,+
chr3,95759872,95763679,Rprd2,0,-
chr6,69326936,69327174,Rprl1,0,-
chr8,3803124,3803361,Rprl3,0,-
chr2,54084092,54084974,Rprm,0,-
chr11,103650134,103650580,Rprml,0,+
chr17,27630428,27630464,Rps10,0,-
chr7,45122387,45122434,Rps11,0,-
chr10,23785182,23785210,Rps12,0,-
chr7,116331506,116331549,Rps13,0,-
chr18,60778498,60778546,Rps14,0,+
chr10,80294080,80294114,Rps15,0,+
chr7,118104375,118109099,Rps15a,0,-
chr4,132219892,132220589,Rps15a-ps4,0,-
chr11,6172507,6173331,Rps15a-ps6,0,-
chr7,28352639,28352698,Rps16,0,+
chr7,81342732,81342768,Rps17,0,-
chr17,33951998,33952042,Rps18,0,-
chr7,24889767,24889802,Rps19,0,+
chr4,147821776,147822202,Rps19-ps3,0,-
chr15,80260613,80260983,Rps19bp1,0,-
chr17,24721883,24721927,Rps2,0,+
chr4,3834472,3834500,Rps20,0,-
chr2,180258387,180258444,Rps21,0,+
chr13,90924683,90924732,Rps23,0,+
chr14,24495774,24496146,Rps24,0,+
chr9,44410145,44410406,Rps25,0,+
chr10,128624528,128624600,Rps26,0,-
chr3,90213380,90213648,Rps27,0,-
chr11,29545841,29545879,Rps27a,0,-
chr9,66949357,66949509,Rps27l,0,+
chr3,90212666,90212724,Rps27rt,0,-
chr17,33823036,33823116,Rps28,0,-
chr12,69157721,69157812,Rps29,0,-
chr7,99477896,99478951,Rps3,0,-
chr3,86137939,86137988,Rps3a1,0,-
chrX,102184942,102185029,Rps4x,0,-
chr7,12926640,12926686,Rps5,0,+
chr4,86854098,86854701,Rps6,0,-
chr4,133847290,133848051,Rps6ka1,0,-
chr17,7300341,7303316,Rps6ka2,0,+
chrX,159363485,159368244,Rps6ka3,0,+
chr19,6829083,6829724,Rps6ka4,0,-
chr12,100549777,100551443,Rps6ka5,0,-
chrX,111387836,111389779,Rps6ka6,0,-
chr11,86499010,86502724,Rps6kb1,0,-
chr19,4156976,4157009,Rps6kb2,0,-
chr1,190772878,190773592,Rps6kc1,0,-
chr12,85135595,85136372,Rps6kl1,0,-
chr12,28630846,28631115,Rps7,0,-
chr4,117153835,117153877,Rps8,0,-
chr7,3706828,3706897,Rps9,0,+
chr9,120131494,120132369,Rpsa,0,+
chr3,93398718,93399442,Rptn,0,+
chr11,119897482,119899591,Rptor,0,+
chr11,119820810,119821764,Rptoros,0,-
chr17,25730778,25731456,Rpusd1,0,+
chr2,119038759,119042197,Rpusd2,0,+
chr6,113415318,113415530,Rpusd3,0,-
chr9,35275303,35275957,Rpusd4,0,+
chr1,74528854,74530842,Rqcd1,0,+
chr8,104628065,104628450,Rrad,0,-
chr4,86576860,86577283,Rraga,0,+
chrX,153171313,153171943,Rragb,0,+
chr4,123935689,123936997,Rragc,0,+
chr4,33018798,33022180,Rragd,0,+
chr7,45021364,45021644,Rras,0,+
chr7,114046781,114048163,Rras2,0,-
chr2,143947394,143947890,Rrbp1,0,-
chr13,37932542,37935534,Rreb1,0,+
chr3,129808574,129808931,Rrh,0,-
chr7,102468483,102469771,Rrm1,0,+
chr12,24713232,24714146,Rrm2,0,+
chr15,37923952,37927244,Rrm2b,0,-
chr16,13813272,13814841,Rrn3,0,+
chr3,87922600,87923790,Rrnad1,0,-
chr10,78400361,78400793,Rrp1,0,-
chr19,41862850,41863206,Rrp12,0,-
chr1,186721086,186721402,Rrp15,0,-
chr17,32060541,32062862,Rrp1b,0,+
chr17,46667452,46667949,Rrp36,0,-
chr15,83115845,83116885,Rrp7a,0,-
chr7,105731729,105733023,Rrp8,0,-
chr9,106485345,106485415,Rrp9,0,+
chr1,9546621,9547455,Rrs1,0,+
chrX,160794671,160799663,Rs1,0,+
chr11,94539797,94542529,Rsad1,0,-
chr12,26442742,26445405,Rsad2,0,-
chr3,103962612,103966620,Rsbn1,0,+
chr5,20893023,20896074,Rsbn1l,0,-
chr4,141683562,141683850,Rsc1a1,0,-
chr7,97685987,97692782,Rsf1,0,+
chr7,97598348,97598555,Rsf1os1,0,-
chr4,141220086,141220114,Rsg1,0,+
chr13,67182947,67183498,Rsl1,0,+
chr16,11193036,11193479,Rsl1d1,0,-
chr9,73122337,73123333,Rsl24d1,0,+
chr13,67096612,67098163,Rslcan18,0,-
